movie_id,director_id
443,1721
444,1356
445,970
445,1729
445,237
446,794
447,540
448,1427
449,793
450,1849
451,343
452,1400
453,1140
454,1277
455,1554
456,1777
457,353
458,1801
459,1675
460,1996
461,1688
462,1454
463,412
463,1715
464,739
465,1002
466,1832
467,1172
468,1052
469,1232
470,626
470,1460
471,1067
472,1248
473,1312
473,666
473,1765
474,1843
475,1478
476,829
476,796
477,1376
477,735
478,530
479,1817
480,964
480,110
481,847
482,1167
483,363
484,346
485,978
486,1551
486,1707
487,786
488,1066
489,338
490,347
491,524
491,1580
492,779
493,421
494,1841
495,218
496,840
497,985
498,1371
498,1012
499,1320
499,474
500,1746
500,596
501,284
502,821
503,1426
504,778
505,903
505,95
506,1389
507,1489
508,1144
508,1827
509,1007
510,1318
511,1755
512,74
513,1376
514,1270
515,1700
516,1469
517,1601
518,1716
518,1377
519,1508
520,1042
521,1230
522,703
523,1533
524,596
525,1194
526,298
527,330
528,67
529,1047
530,515
531,1236
532,153
532,383
532,1972
533,1140
534,1454
535,1910
536,377
537,454
538,1542
539,1316
540,580
541,913
541,997
542,1942
543,135
544,1440
545,365
546,924
547,1267
548,1030
549,1568
550,1530
551,1137
552,1101
553,377
554,1162
555,1376
556,998
557,1844
558,627
559,505
560,680
561,1323
562,1828
563,1576
564,305
565,1046
566,490
567,1351
567,1787
568,475
569,424
570,1984
571,749
572,1778
573,901
573,340
574,323
575,987
576,1175
577,1890
578,1800
579,842
580,1222
580,1210
581,34
582,364
583,267
584,879
585,1860
585,1560
586,1796
587,15
588,1199
589,1394
590,1137
591,1351
591,244
592,1258
592,1428
593,132
594,1907
595,414
596,1381
597,178
597,566
597,1597
598,1442
599,1146
600,1178
600,10
601,603
602,907
603,1766
603,57
604,845
604,1957
605,818
606,552
606,375
607,512
608,1109
609,1805
610,263
611,67
611,1030
612,1412
613,667
614,1964
615,763
616,1180
617,1965
618,647
619,335
620,198
620,922
621,249
622,1599
623,781
623,1257
624,1171
625,597
626,848
626,343
626,377
627,1436
627,1536
628,131
629,1266
630,582
631,1763
632,1986
633,1094
634,750
635,1737
635,280
636,978
636,614
637,15
638,1510
639,1864
640,594
641,1008
642,46
642,381
642,1992
643,1490
644,445
645,65
646,963
647,1574
648,427
649,519
650,890
651,498
652,318
653,694
654,1144
655,994
655,1448
656,713
657,318
658,1037
659,1104
660,1313
661,266
661,366
662,66
663,1471
664,1705
664,164
665,545
665,1084
666,1968
666,1064
667,396
668,1181
669,1034
670,1127
670,665
671,439
672,71
673,455
674,1169
675,1822
676,446
677,77
678,247
678,1782
679,85
680,314
681,185
682,170
683,890
684,1262
685,1376
686,50
687,1676
688,112
689,228
690,434
691,1495
692,349
693,1341
694,1870
695,204
695,1852
695,647
696,1149
696,1898
696,1460
697,1004
698,1027
699,462
699,311
700,1255
700,1788
700,1282
701,1111
702,415
703,1999
703,1578
703,298
704,1802
705,1528
706,1255
707,1410
708,1007
708,971
709,1985
710,416
711,1776
712,808
713,1694
714,1506
715,1972
716,624
717,1851
718,1595
719,1209
720,921
721,1574
722,367
722,1576
723,1967
723,416
724,1022
725,905
726,1121
727,715
728,612
728,679
729,331
729,1377
729,583
730,191
730,1574
731,133
731,600
732,1426
733,991
733,1483
733,1411
734,725
734,1899
734,266
735,595
736,242
737,413
738,234
739,1889
739,1378
740,1100
740,1835
741,1389
742,1638
743,1284
743,1095
743,1726
744,1771
745,487
746,767
747,1637
748,671
749,941
750,683
750,957
751,1554
752,654
753,1276
754,1932
755,267
756,177
757,1675
758,1665
759,1835
760,134
761,1238
762,1623
763,500
764,892
765,1221
766,143
766,1226
766,223
767,1850
767,1547
768,422
769,1046
770,1147
771,808
772,386
773,1328
774,279
774,174
774,282
775,922
776,1735
777,1164
777,990
777,1444
778,1079
779,968
780,1050
781,1424
782,1345
783,1744
784,229
785,484
786,1683
787,1487
788,817
789,298
790,85
791,1336
792,802
793,22
794,1486
795,1217
796,1843
797,1890
798,128
799,1008
800,1108
801,1171
802,1434
803,828
804,736
805,1968
806,1982
807,1296
808,797
809,1709
810,434
811,1002
812,1681
812,1626
813,1675
814,452
815,1512
815,1390
816,1625
816,437
817,561
818,499
819,15
820,1623
821,1922
822,181
823,196
823,1268
823,742
824,306
825,515
826,1609
827,482
828,668
829,452
830,893
831,280
832,1165
833,940
833,857
834,1628
835,444
835,1212
836,1187
837,91
838,808
839,1420
840,625
841,950
841,1581
841,284
842,608
843,113
844,359
845,980
846,130
847,963
847,1454
848,801
849,1428
850,47
850,601
850,854
851,46
852,1324
853,1162
854,1989
855,1267
855,1893
855,330
856,649
857,1364
858,1093
858,618
858,249
859,1901
859,656
860,606
861,1499
862,1723
863,1314
864,172
865,1048
866,876
867,913
868,1988
868,1839
869,973
870,560
871,782
872,1146
873,1364
874,568
875,529
876,300
877,860
878,376
879,648
880,1062
881,317
882,1877
883,639
884,1669
885,630
886,1606
887,88
888,244
889,1885
890,1529
891,1256
892,1564
892,29
893,1886
893,1033
894,869
894,439
894,1054
895,1065
896,169
897,639
898,1644
898,975
899,175
900,209
901,1717
902,1366
903,1003
904,55
905,1277
906,414
907,1761
908,771
909,337
909,1007
910,1352
911,540
912,93
913,1281
914,116
915,348
916,1769
917,649
918,1383
919,614
920,544
921,1280
921,1522
922,138
923,615
924,929
925,1688
926,303
927,1701
928,1324
928,329
929,57
930,865
930,1325
930,1855
931,530
932,1837
933,1845
933,1957
934,1025
935,1812
936,642
937,359
938,115
938,1005
939,1802
939,1607
939,1919
940,1981
941,1435
942,1968
943,329
943,1876
944,846
945,862
946,279
947,169
948,1573
949,1215
950,1795
951,1996
951,948
952,1230
953,1472
954,1666
954,1602
955,1229
955,442
956,2000
957,939
958,1996
958,1420
959,121
960,1242
960,1924
961,271
962,1798
962,959
963,240
964,580
964,1849
965,1007
966,471
967,894
968,1453
969,1779
970,1200
970,435
971,1387
972,1394
973,218
973,1715
974,1957
975,1499
976,1234
977,427
978,1006
979,1003
980,866
981,1994
982,896
983,1402
983,1850
983,616
984,157
985,194
986,34
987,93
987,171
988,1881
989,1380
990,239
991,1780
992,391
993,1329
994,1577
995,1514
995,1439
996,1167
997,1510
997,1186
998,1253
999,549
1000,1488
1001,1204
1002,1638
1003,409
1004,1012
1004,622
1005,535
1006,234
1007,1576
1008,1790
1008,1056
1009,1941
1010,1291
1011,1451
1012,252
1012,1738
1013,971
1013,700
1014,850
1015,879
1016,21
1017,1555
1018,1461
1018,1637
1018,1353
1019,573
1020,1601
1020,1329
1021,1473
1022,698
1023,1035
1024,726
1025,1510
1026,1192
1026,1159
1027,1065
1028,1458
1029,914
1030,1063
1031,854
1032,265
1033,757
1033,1888
1034,1171
1035,767
1036,864
1037,1515
1038,1174
1039,1708
1039,1241
1040,306
1041,1374
1042,254
1043,975
1044,1446
1045,1766
1046,1761
1047,295
1048,1390
1048,347
1048,121
1049,846
1050,1223
1051,952
1052,1974
1053,1734
1054,1969
1054,1867
1054,1137
1055,1888
1056,1046
1057,810
1058,1937
1058,702
1059,673
1059,33
1059,1872
1060,1427
1061,723
1062,1918
1063,1394
1064,1010
1065,350
1066,134
1067,562
1068,5
1068,1921
1069,956
1070,1091
1070,920
1071,1655
1071,52
1072,1281
1073,1214
1073,1633
1074,1065
1074,1627
1075,1186
1076,1823
1077,115
1078,1613
1078,1352
1079,1384
1080,222
1081,1722
1082,986
1083,1051
1084,597
1085,1678
1086,1368
1087,858
1088,8
1089,378
1090,1137
1091,1200
1092,1814
1093,361
1094,431
1095,1637
1095,1277
1096,1423
1097,1203
1098,1290
1099,1607
1100,951
1101,1014
1102,416
1103,1916
1104,1063
1105,873
1106,51
1107,169
1108,202
1108,243
1109,403
1110,18
1110,1578
1111,25
1112,1057
1113,1930
1114,263
1115,1405
1116,1889
1117,1176
1117,1776
1118,223
1119,1133
1120,143
1121,755
1122,857
1123,1454
1124,940
1125,1239
1125,1654
1126,1180
1127,1726
1128,1350
1129,1783
1130,1480
1131,157
1131,1548
1131,216
1132,55
1133,1753
1134,1879
1135,1124
1136,363
1137,23
1138,1427
1139,910
1140,1572
1141,864
1142,130
1143,221
1144,877
1145,356
1146,940
1147,448
1148,1965
1149,1992
1150,1199
1151,1263
1152,1270
1153,414
1154,1225
1154,1938
1155,850
1156,1880
1157,133
1158,1214
1159,405
1160,1181
1161,965
1162,782
1163,527
1164,148
1165,1765
1166,1313
1167,894
1168,1898
1169,1322
1170,1234
1171,165
1171,1062
1171,1864
1172,1026
1173,706
1174,345
1175,1502
1176,1030
1177,121
1178,774
1179,481
1180,1617
1181,770
1182,1397
1183,1998
1184,1819
1185,1433
1186,385
1187,1986
1187,1654
1188,1908
1189,1795
1189,1172
1190,914
1191,350
1192,528
1193,1570
1193,1893
1194,237
1195,1525
1195,1930
1196,1954
1196,779
1197,655
1197,1580
1197,748
1198,944
1199,581
1200,1411
1201,442
1202,1914
1202,1660
1203,1670
1204,801
1205,400
1206,336
1207,401
1207,1506
1208,197
1208,729
1209,305
1210,1955
1211,1338
1212,1370
1213,194
1214,131
1215,1063
1216,916
1217,180
1218,352
1218,867
1218,1936
1219,1005
1220,92
1221,441
1221,1961
1222,264
1223,1935
1224,552
1225,1614
1226,226
1227,1635
1228,456
1228,776
1228,1950
1229,628
1230,203
1231,1651
1232,1052
1233,511
1234,1951
1235,1732
1236,339
1236,1179
1237,1656
1237,1791
1238,1055
1239,501
1240,752
1241,350
1242,990
1243,625
1244,725
1245,19
1246,1054
1247,1345
1248,1828
1249,900
1250,1783
1251,1846
1252,545
1252,244
1252,863
1253,1520
1254,28
1255,996
1256,383
1257,879
1258,1751
1259,1903
1259,300
1259,874
1260,1076
1261,875
1262,1834
1263,1526
1264,379
1265,28
1266,1332
1267,1521
1268,1120
1269,857
1270,859
1271,1160
1272,1783
1273,557
1274,1427
1275,1076
1276,459
1277,304
1278,3
1279,1253
1280,573
1281,1528
1282,1192
1283,372
1284,44
1285,148
1286,1655
1287,226
1288,549
1289,1676
1290,1671
1290,335
1291,548
1292,1714
1293,724
1294,1958
1295,1884
1295,174
1296,686
1297,1023
1298,1478
1299,262
1300,1421
1301,1104
1302,1080
1303,971
1304,1776
1304,1595
1305,1870
1305,863
1305,497
1306,1442
1306,294
1306,774
1307,1783
1307,324
1308,158
1309,963
1310,320
1311,23
1312,466
1313,821
1314,960
1314,978
1315,399
1316,688
1317,134
1318,1308
1319,1157
1319,92
1319,1155
1320,1540
1320,579
1320,1964
1321,200
1322,1631
1323,162
1324,1906
1325,1926
1326,1162
1326,1286
1326,1019
1327,1985
1328,1913
1329,146
1330,906
1331,1270
1332,539
1333,1168
1334,1316
1335,674
1336,1439
1337,438
1338,741
1338,1618
1339,1302
1340,611
1341,878
1341,701
1342,1411
1343,1149
1343,1604
1344,940
1345,1480
1346,1185
1347,1119
1348,392
1349,256
1349,1433
1350,1995
1351,1219
1352,1411
1352,1394
1353,843
1354,1031
1355,401
1356,1602
1356,459
1357,850
1357,67
1358,1063
1358,1680
1359,395
1359,1263
1359,1320
1360,652
1361,1607
1362,896
1363,1114
1364,268
1365,503
1366,228
1366,941
1367,1730
1368,997
1369,1851
1370,711
1370,992
1370,1258
1371,1098
1372,748
1373,171
1374,957
1375,1818
1376,1000
1376,888
1376,1809
1377,410
1378,840
1379,1657
1380,762
1381,1469
1382,790
1383,1467
1384,1644
1385,1232
1386,1319
1387,81
1387,691
1388,820
1389,806
1390,98
1391,1484
1391,893
1392,1101
1392,11
1393,1255
1394,1766
1395,493
1396,607
1397,27
1398,1560
1398,1081
1399,745
1400,337
1401,944
1402,544
1403,309
1404,201
1405,825
1406,888
1407,109
1408,207
1409,1688
1410,7
1411,1747
1412,27
1413,1748
1414,1001
1415,596
1416,205
1417,997
1418,1826
1419,1754
1419,452
1419,1351
1420,1426
1421,1797
1421,1284
1421,1391
1422,1936
1423,1709
1424,1022
1424,1899
1424,1404
1425,1361
1426,32
1427,11
1428,1609
1428,1760
1429,166
1430,1305
1430,792
1431,893
1432,625
1433,770
1434,1460
1434,733
1435,1145
1436,620
1437,1844
1438,1792
1438,1061
1439,1684
1440,1382
1441,1384
1442,1237
1443,971
1444,250
1445,1255
1446,1519
1447,1368
1448,304
1448,58
1449,70
1450,733
1450,1026
1450,1753
1451,721
1452,1322
1452,991
1453,1430
1454,61
1455,1656
1455,1879
1455,1501
1456,127
1456,1254
1457,1722
1458,774
1459,897
1460,1289
1461,148
1462,971
1463,1790
1464,611
1465,1108
1466,140
1467,1061
1468,1879
1469,1819
1470,676
1470,1893
1471,1946
1471,853
1471,1226
1472,462
1473,1662
1474,107
1475,242
1476,1206
1477,1643
1478,899
1479,1824
1480,251
1481,620
1482,1109
1483,281
1484,482
1485,616
1486,39
1487,883
1488,689
1489,1603
1489,1494
1490,1164
1491,1398
1492,80
1493,1354
1494,956
1495,120
1496,1569
1497,1266
1498,1134
1499,717
1500,159
1501,1395
1501,852
1502,1244
1503,329
1504,434
1505,1194
1506,1964
1506,1916
1506,460
1507,1244
1508,601
1508,1866
1509,1533
1510,721
1511,471
1512,588
1513,304
1514,1568
1515,272
1515,1055
1515,1776
1516,244
1517,1886
1518,1434
1519,16
1520,1205
1521,1061
1522,1953
1523,1802
1524,899
1525,1894
1526,1042
1527,400
1528,1929
1529,1883
1530,1771
1531,456
1532,152
1533,1798
1534,311
1535,1756
1535,1482
1535,1535
1536,428
1537,1346
1538,1291
1539,1973
1540,952
1541,1770
1541,1002
1542,1604
1542,838
1543,843
1544,449
1545,342
1546,44
1546,1644
1546,777
1547,101
1548,470
1548,595
1549,510
1550,815
1551,1410
1552,269
1553,1110
1554,871
1555,1181
1555,966
1555,772
1556,583
1557,1464
1558,814
1558,1580
1558,476
1559,1291
1560,1930
1561,1720
1562,75
1562,659
1563,642
1564,159
1565,1782
1566,1645
1567,603
1568,419
1569,1899
1569,1530
1570,138
1571,1102
1572,1304
1573,627
1574,313
1575,210
1576,1748
1577,188
1577,1904
1577,1646
1578,107
1578,281
1579,806
1580,1809
1581,1616
1582,749
1583,1912
1584,193
1585,564
1586,1900
1586,965
1587,1256
1588,128
1589,1377
1590,826
1590,853
1591,565
1592,242
1593,1881
1594,1284
1595,943
1596,1512
1597,288
1598,532
1598,1429
1598,901
1599,1315
1600,1439
1601,1627
1601,551
1602,535
1603,957
1604,1290
1605,1850
1606,1120
1607,891
1608,615
1609,1586
1610,1889
1611,683
1612,940
1612,811
1613,618
1613,630
1614,1484
1615,706
1616,1870
1617,1916
1618,1094
1619,1814
1620,1540
1621,892
1622,584
1623,816
1624,264
1625,621
1626,1459
1627,786
1628,1491
1628,1787
1629,943
1629,752
1630,1383
1631,36
1632,1089
1633,883
1634,157
1635,1486
1636,377
1637,1105
1638,1916
1639,372
1640,948
1641,590
1642,1143
1643,911
1644,1379
1645,708
1646,1538
1647,721
1648,1101
1649,433
1650,1571
1650,1593
1651,744
1652,951
1653,1700
1654,1996
1655,165
1656,967
1657,331
1657,938
1658,133
1659,1401
1660,1787
1660,1885
1661,1397
1662,1591
1663,1486
1663,1575
1664,902
1665,751
1666,1315
1667,923
1668,453
1669,625
1670,787
1671,25
1672,349
1673,1773
1674,1940
1675,308
1676,1870
1677,1040
1677,138
1677,556
1678,525
1679,188
1680,1560
1681,239
1682,998
